ID,condition,question,prevalence,trial
1251,specific,q39,68,17
1251,specific,q34,73,8
1251,specific,q35,67,16
1251,specific,q32,100,5
1252,baseline,q7,1,11
1252,baseline,q8,4,13
1252,baseline,q9,37,16
1252,baseline,q10,6,8
1252,baseline,q30,25,1
1252,baseline,q14,1,12
1252,baseline,q16,76,15
1252,baseline,q22,2,9
1252,baseline,q20,10,4
1252,baseline,q24,28,3
1252,baseline,q27,12,5
1252,baseline,q40,76,17
1252,baseline,q39,24,14
1252,baseline,q34,1,10
1252,baseline,q35,4,6
1252,baseline,q32,1,7
1253,specific,q7,5,10
1253,specific,q8,1,13
1253,specific,q9,10,8
1253,specific,q10,4,17
1253,specific,q30,25,12
1253,specific,q14,1,6
1253,specific,q16,40,11
1253,specific,q22,2,16
1253,specific,q20,5,5
1253,specific,q24,8,14
1253,specific,q27,5,7
1253,specific,q40,10,1
1253,specific,q39,2,4
1253,specific,q34,1,15
1253,specific,q35,40,3
1253,specific,q32,3,9
1254,baseline,q7,50,9
1254,baseline,q8,56,14
1254,baseline,q9,25,16
1254,baseline,q10,34,13
1254,baseline,q30,38,3
1254,baseline,q14,70,17
1254,baseline,q16,64,7
1254,baseline,q22,36,8
1254,baseline,q20,16,6
1254,baseline,q24,25,4
1254,baseline,q27,90,15
1254,baseline,q40,62,2
1254,baseline,q39,15,5
1254,baseline,q34,11,12
1254,baseline,q35,25,11
1254,baseline,q32,24,1
1255,baseline,q7,24,11
1255,baseline,q8,10,8
1255,baseline,q9,10,12
1255,baseline,q10,5,4
1255,baseline,q30,1,13
1255,baseline,q14,88,7
1255,baseline,q16,66,9
1255,baseline,q22,25,16
1255,baseline,q20,2,6
1255,baseline,q24,50,10
1255,baseline,q27,76,3
1255,baseline,q40,95,15
1255,baseline,q39,10,2
1255,baseline,q34,25,1
1255,baseline,q35,75,17
1255,baseline,q32,10,14
1256,generic,q7,5,5
1256,generic,q8,5,6
1256,generic,q9,5,4
1256,generic,q10,5,8
1256,generic,q30,1,10
1256,generic,q14,5,3
1256,generic,q16,0,13
1256,generic,q22,1,12
1256,generic,q20,5,2
1256,generic,q24,5,9
1256,generic,q27,10,7
1256,generic,q40,75,1
1256,generic,q39,1,16
1256,generic,q34,1,15
1256,generic,q35,10,17
1256,generic,q32,2,11
1257,generic,q7,31,12
1257,generic,q8,5,7
1257,generic,q9,69,2
1257,generic,q10,0,6
1257,generic,q30,3,15
1257,generic,q14,2,10
1257,generic,q16,1,11
1257,generic,q22,3,8
1257,generic,q20,0,3
1257,generic,q24,1,14
1257,generic,q27,0,17
1257,generic,q40,18,5
1257,generic,q39,9,4
1257,generic,q34,0,9
1257,generic,q35,11,13
1257,generic,q32,57,1
1258,baseline,q7,5,5
1258,baseline,q8,1,2
1258,baseline,q9,20,3
1258,baseline,q10,1,4
1258,baseline,q30,25,11
1258,baseline,q14,65,13
1258,baseline,q16,5,6
1258,baseline,q22,5,1
1258,baseline,q20,10,12
1258,baseline,q24,10,8
1258,baseline,q27,70,17
1258,baseline,q40,40,15
1258,baseline,q39,35,16
1258,baseline,q34,4,14
1258,baseline,q35,15,10
1258,baseline,q32,1,7
1259,specific,q7,20,5
1259,specific,q8,30,9
1259,specific,q9,40,6
1259,specific,q10,40,8
1259,specific,q30,40,15
1259,specific,q14,25,1
1259,specific,q16,25,14
1259,specific,q22,15,2
1259,specific,q20,20,16
1259,specific,q24,50,7
1259,specific,q27,35,10
1259,specific,q40,35,4
1259,specific,q39,32,17
1259,specific,q34,15,3
1259,specific,q35,45,12
1259,specific,q32,43,13
1260,baseline,q7,1,11
1260,baseline,q8,1,15
1260,baseline,q9,2,8
1260,baseline,q10,1,14
1260,baseline,q30,1,4
1260,baseline,q14,1,10
1260,baseline,q16,10,17
1260,baseline,q22,1,16
1260,baseline,q20,10,3
1260,baseline,q24,10,2
1260,baseline,q27,50,9
1260,baseline,q40,50,12
1260,baseline,q39,1,13
1260,baseline,q34,1,6
1260,baseline,q35,10,1
1260,baseline,q32,10,7
1261,specific,q7,30,16
1261,specific,q8,40,17
1261,specific,q9,90,10
1261,specific,q10,40,5
1261,specific,q30,52,12
1261,specific,q14,95,14
1261,specific,q16,41,9
1261,specific,q22,60,15
1261,specific,q20,60,1
1261,specific,q24,5,2
1261,specific,q27,85,13
1261,specific,q40,25,6
1261,specific,q39,70,7
1261,specific,q34,80,3
1261,specific,q35,95,11
1261,specific,q32,83,8
1262,baseline,q7,57,5
1262,baseline,q8,15,13
1262,baseline,q9,10,3
1262,baseline,q10,16,4
1262,baseline,q30,46,11
1262,baseline,q14,57,12
1262,baseline,q16,100,17
1262,baseline,q22,6,9
1262,baseline,q20,7,6
1262,baseline,q24,7,16
1262,baseline,q27,76,15
1262,baseline,q40,50,2
1262,baseline,q39,5,10
1262,baseline,q34,24,1
1262,baseline,q35,6,7
1262,baseline,q32,4,14
1263,baseline,q7,50,11
1263,baseline,q8,50,4
1263,baseline,q9,50,17
1263,baseline,q10,50,15
1263,baseline,q30,50,7
1263,baseline,q14,50,10
1263,baseline,q16,50,1
1263,baseline,q22,50,8
1263,baseline,q20,50,5
1263,baseline,q24,50,16
1263,baseline,q27,50,9
1263,baseline,q40,50,2
1263,baseline,q39,50,6
1263,baseline,q34,50,12
1263,baseline,q35,50,13
1263,baseline,q32,50,3
1264,generic,q7,100,9
1264,generic,q8,33,14
1264,generic,q9,5,5
1264,generic,q10,3,1
1264,generic,q30,50,6
1264,generic,q14,88,17
1264,generic,q16,1,4
1264,generic,q22,1,10
1264,generic,q20,2,8
1264,generic,q24,15,3
1264,generic,q27,10,12
1264,generic,q40,30,16
1264,generic,q39,5,13
1264,generic,q34,1,7
1264,generic,q35,99,15
1264,generic,q32,80,11
1265,baseline,q7,25,6
1265,baseline,q8,50,11
1265,baseline,q9,25,13
1265,baseline,q10,8,2
1265,baseline,q30,100,12
1265,baseline,q14,100,5
1265,baseline,q16,100,10
1265,baseline,q22,34,9
1265,baseline,q20,1,4
1265,baseline,q24,25,7
1265,baseline,q27,100,16
1265,baseline,q40,25,15
1265,baseline,q39,100,17
1265,baseline,q34,100,14
1265,baseline,q35,10,8
1265,baseline,q32,50,1
1266,baseline,q7,81,14
1266,baseline,q8,11,8
1266,baseline,q9,43,11
1266,baseline,q10,26,3
1266,baseline,q30,25,5
1266,baseline,q14,24,17
1266,baseline,q16,50,1
1266,baseline,q22,20,16
1266,baseline,q20,34,4
1266,baseline,q24,23,2
1266,baseline,q27,50,15
1266,baseline,q40,62,12
1266,baseline,q39,24,6
1266,baseline,q34,21,9
1266,baseline,q35,75,13
1266,baseline,q32,25,10
1267,generic,q7,58,10
1267,generic,q8,15,12
1267,generic,q9,63,2
1267,generic,q10,73,3
1267,generic,q30,56,1
1267,generic,q14,43,5
1267,generic,q16,38,17
1267,generic,q22,65,7
1267,generic,q20,36,9
1267,generic,q24,47,13
1267,generic,q27,66,4
1267,generic,q40,83,8
1267,generic,q39,58,6
1267,generic,q34,60,14
1267,generic,q35,72,15
1267,generic,q32,62,16
1268,baseline,q7,95,11
1268,baseline,q8,25,2
1268,baseline,q9,15,12
1268,baseline,q10,5,14
1268,baseline,q30,5,9
1268,baseline,q14,100,7
1268,baseline,q16,100,3
1268,baseline,q22,1,6
1268,baseline,q20,1,16
1268,baseline,q24,10,13
1268,baseline,q27,100,4
1268,baseline,q40,75,10
1268,baseline,q39,5,5
1268,baseline,q34,1,8
1268,baseline,q35,70,17
1268,baseline,q32,50,1
1269,baseline,q7,70,14
1269,baseline,q8,5,7
1269,baseline,q9,15,6
1269,baseline,q10,50,2
1269,baseline,q30,75,1
1269,baseline,q14,25,9
1269,baseline,q16,75,11
1269,baseline,q22,25,16
1269,baseline,q20,35,15
1269,baseline,q24,35,12
1269,baseline,q27,75,13
1269,baseline,q40,40,8
1269,baseline,q39,50,10
1269,baseline,q34,25,5
1269,baseline,q35,90,17
1269,baseline,q32,75,4
1270,baseline,q7,60,9
1270,baseline,q8,1,11
1270,baseline,q9,51,1
1270,baseline,q10,11,6
1270,baseline,q30,5,17
1270,baseline,q14,1,8
1270,baseline,q16,4,5
1270,baseline,q22,39,12
1270,baseline,q20,16,2
1270,baseline,q24,11,13
1270,baseline,q27,29,4
1270,baseline,q40,25,10
1270,baseline,q39,42,16
1270,baseline,q34,23,15
1270,baseline,q35,78,7
1270,baseline,q32,6,14
1271,baseline,q7,97,16
1271,baseline,q8,35,14
1271,baseline,q9,30,12
1271,baseline,q10,94,2
1271,baseline,q30,28,3
1271,baseline,q14,95,15
1271,baseline,q16,12,1
1271,baseline,q22,22,17
1271,baseline,q20,2,9
1271,baseline,q24,94,5
1271,baseline,q27,3,6
1271,baseline,q40,89,7
1271,baseline,q39,64,13
1271,baseline,q34,1,8
1271,baseline,q35,8,10
1271,baseline,q32,25,11
1272,generic,q7,1,8
1272,generic,q8,13,17
1272,generic,q9,10,2
1272,generic,q10,6,5
1272,generic,q30,1,3
1272,generic,q14,5,9
1272,generic,q16,5,14
1272,generic,q22,1,11
1272,generic,q20,4,10
1272,generic,q24,63,4
1272,generic,q27,100,13
1272,generic,q40,50,1
1272,generic,q39,13,15
1272,generic,q34,50,16
1272,generic,q35,1,6
1272,generic,q32,1,12
1273,baseline,q7,61,17
1273,baseline,q8,3,9
1273,baseline,q9,8,4
1273,baseline,q10,25,11
1273,baseline,q30,100,15
1273,baseline,q14,20,6
1273,baseline,q16,76,10
1273,baseline,q22,51,5
1273,baseline,q20,16,3
1273,baseline,q24,34,1
1273,baseline,q27,89,8
1273,baseline,q40,97,16
1273,baseline,q39,13,7
1273,baseline,q34,5,2
1273,baseline,q35,79,12
1273,baseline,q32,30,13
1274,baseline,q7,54,14
1274,baseline,q8,55,7
1274,baseline,q9,55,4
1274,baseline,q10,53,12
1274,baseline,q30,55,5
1274,baseline,q14,54,13
1274,baseline,q16,52,16
1274,baseline,q22,57,6
1274,baseline,q20,53,10
1274,baseline,q24,54,9
1274,baseline,q27,53,15
1274,baseline,q40,61,1
1274,baseline,q39,54,11
1274,baseline,q34,55,8
1274,baseline,q35,53,17
1274,baseline,q32,54,3
1275,generic,q7,24,13
1275,generic,q8,39,1
1275,generic,q9,23,2
1275,generic,q10,26,17
1275,generic,q30,19,4
1275,generic,q14,37,3
1275,generic,q16,21,5
1275,generic,q22,29,12
1275,generic,q20,42,10
1275,generic,q24,87,8
1275,generic,q27,49,11
1275,generic,q40,88,7
1275,generic,q39,40,9
1275,generic,q34,13,15
1275,generic,q35,11,16
1275,generic,q32,59,6
1276,specific,q7,10,17
1276,specific,q8,2,11
1276,specific,q9,16,3
1276,specific,q10,13,8
1276,specific,q30,34,6
1276,specific,q14,11,12
1276,specific,q16,7,7
1276,specific,q22,25,1
1276,specific,q20,7,16
1276,specific,q24,14,15
1276,specific,q27,63,5
1276,specific,q40,48,4
1276,specific,q39,52,2
1276,specific,q34,34,14
1276,specific,q35,5,13
1276,specific,q32,15,9
1277,baseline,q7,76,11
1277,baseline,q8,18,13
1277,baseline,q9,15,10
1277,baseline,q10,5,4
1277,baseline,q30,85,14
1277,baseline,q14,89,16
1277,baseline,q16,87,15
1277,baseline,q22,11,2
1277,baseline,q20,15,8
1277,baseline,q24,10,7
1277,baseline,q27,75,6
1277,baseline,q40,10,3
1277,baseline,q39,16,12
1277,baseline,q34,4,9
1277,baseline,q35,50,17
1277,baseline,q32,25,5
1278,generic,q7,0,8
1278,generic,q8,1,13
1278,generic,q9,76,9
1278,generic,q10,25,11
1278,generic,q30,39,5
1278,generic,q14,5,4
1278,generic,q16,10,1
1278,generic,q22,48,6
1278,generic,q20,49,14
1278,generic,q24,81,2
1278,generic,q27,4,12
1278,generic,q40,100,3
1278,generic,q39,17,7
1278,generic,q34,1,17
1278,generic,q35,10,16
1278,generic,q32,3,15
1279,baseline,q7,31,13
1279,baseline,q8,11,14
1279,baseline,q9,74,17
1279,baseline,q10,12,5
1279,baseline,q30,25,3
1279,baseline,q14,24,4
1279,baseline,q16,37,6
1279,baseline,q22,10,8
1279,baseline,q20,24,2
1279,baseline,q24,23,15
1279,baseline,q27,76,7
1279,baseline,q40,74,1
1279,baseline,q39,51,10
1279,baseline,q34,20,16
1279,baseline,q35,50,9
1279,baseline,q32,52,12
1280,baseline,q7,25,7
1280,baseline,q8,24,11
1280,baseline,q9,25,6
1280,baseline,q10,24,13
1280,baseline,q30,50,8
1280,baseline,q14,24,4
1280,baseline,q16,23,3
1280,baseline,q22,25,14
1280,baseline,q20,25,9
1280,baseline,q24,25,5
1280,baseline,q27,24,10
1280,baseline,q40,25,16
1280,baseline,q39,25,15
1280,baseline,q34,24,2
1280,baseline,q35,25,17
1280,baseline,q32,24,1
1281,baseline,q7,35,12
1281,baseline,q8,35,9
1281,baseline,q9,15,17
1281,baseline,q10,12,14
1281,baseline,q30,8,15
1281,baseline,q14,25,7
1281,baseline,q16,40,6
1281,baseline,q22,5,16
1281,baseline,q20,10,10
1281,baseline,q24,10,13
1281,baseline,q27,15,11
1281,baseline,q40,95,5
1281,baseline,q39,15,8
1281,baseline,q34,50,4
1281,baseline,q35,95,2
1281,baseline,q32,90,1
1282,generic,q7,100,3
1282,generic,q8,100,8
1282,generic,q9,100,17
1282,generic,q10,100,6
1282,generic,q30,100,9
1282,generic,q14,100,10
1282,generic,q16,100,5
1282,generic,q22,100,13
1282,generic,q20,100,15
1282,generic,q24,100,7
1282,generic,q27,100,16
1282,generic,q40,100,14
1282,generic,q39,100,4
1282,generic,q34,100,2
1282,generic,q35,100,11
1282,generic,q32,100,12
1283,baseline,q7,47,11
1283,baseline,q8,2,5
1283,baseline,q9,18,2
1283,baseline,q10,16,16
1283,baseline,q30,23,12
1283,baseline,q14,75,15
1283,baseline,q16,26,10
1283,baseline,q22,1,4
1283,baseline,q20,44,14
1283,baseline,q24,7,6
1283,baseline,q27,52,9
1283,baseline,q40,36,17
1283,baseline,q39,3,3
1283,baseline,q34,17,13
1283,baseline,q35,21,8
1283,baseline,q32,52,1
1284,generic,q7,75,15
1284,generic,q8,1,14
1284,generic,q9,25,11
1284,generic,q10,10,17
1284,generic,q30,50,5
1284,generic,q14,100,7
1284,generic,q16,0,6
1284,generic,q22,2,2
1284,generic,q20,1,8
1284,generic,q24,50,1
1284,generic,q27,1,10
1284,generic,q40,63,16
1284,generic,q39,100,4
1284,generic,q34,1,9
1284,generic,q35,1,12
1284,generic,q32,1,13
1285,generic,q7,11,2
1285,generic,q8,2,6
1285,generic,q9,24,12
1285,generic,q10,51,9
1285,generic,q30,24,15
1285,generic,q14,10,13
1285,generic,q16,1,5
1285,generic,q22,5,17
1285,generic,q20,100,1
1285,generic,q24,77,16
1285,generic,q27,100,4
1285,generic,q40,100,3
1285,generic,q39,48,14
1285,generic,q34,2,11
1285,generic,q35,50,10
1285,generic,q32,49,8
1286,generic,q7,100,16
1286,generic,q8,25,6
1286,generic,q9,50,17
1286,generic,q10,75,13
1286,generic,q30,100,1
1286,generic,q14,100,2
1286,generic,q16,100,8
1286,generic,q22,50,12
1286,generic,q20,25,11
1286,generic,q24,25,15
1286,generic,q27,100,5
1286,generic,q40,50,14
1286,generic,q39,100,4
1286,generic,q34,50,10
1286,generic,q35,100,7
1286,generic,q32,100,9
1287,generic,q7,2,1
1287,generic,q8,12,7
1287,generic,q9,49,4
1287,generic,q10,50,13
1287,generic,q30,26,10
1287,generic,q14,38,11
1287,generic,q16,51,8
1287,generic,q22,77,17
1287,generic,q20,9,5
1287,generic,q24,76,14
1287,generic,q27,51,12
1287,generic,q40,93,3
1287,generic,q39,15,6
1287,generic,q34,49,9
1287,generic,q35,19,2
1287,generic,q32,99,15
1288,baseline,q7,50,6
1288,baseline,q8,25,1
1288,baseline,q9,50,17
1288,baseline,q10,10,7
1288,baseline,q30,50,4
1288,baseline,q14,50,12
1288,baseline,q16,75,14
1288,baseline,q22,10,2
1288,baseline,q20,1,13
1288,baseline,q24,25,9
1288,baseline,q27,100,15
1288,baseline,q40,50,3
1288,baseline,q39,1,8
1288,baseline,q34,10,10
1288,baseline,q35,100,5
1288,baseline,q32,80,16
1289,baseline,q7,80,16
1289,baseline,q8,65,13
1289,baseline,q9,40,2
1289,baseline,q10,25,4
1289,baseline,q30,25,17
1289,baseline,q14,60,15
1289,baseline,q16,15,14
1289,baseline,q22,75,3
1289,baseline,q20,10,10
1289,baseline,q24,15,6
1289,baseline,q27,60,8
1289,baseline,q40,30,7
1289,baseline,q39,10,9
1289,baseline,q34,90,1
1289,baseline,q35,75,12
1289,baseline,q32,25,11
1290,baseline,q7,40,3
1290,baseline,q8,25,9
1290,baseline,q9,65,11
1290,baseline,q10,10,12
1290,baseline,q30,15,15
1290,baseline,q14,5,10
1290,baseline,q16,25,17
1290,baseline,q22,25,2
1290,baseline,q20,50,14
1290,baseline,q24,15,5
1290,baseline,q27,70,16
1290,baseline,q40,15,13
1290,baseline,q39,20,8
1290,baseline,q34,10,7
1290,baseline,q35,80,1
1290,baseline,q32,5,6
1291,generic,q7,2,10
1291,generic,q8,1,4
1291,generic,q9,39,11
1291,generic,q10,25,16
1291,generic,q30,3,5
1291,generic,q14,7,1
1291,generic,q16,11,17
1291,generic,q22,1,6
1291,generic,q20,3,9
1291,generic,q24,13,14
1291,generic,q27,12,15
1291,generic,q40,45,7
1291,generic,q39,50,12
1291,generic,q34,2,2
1291,generic,q35,24,13
1291,generic,q32,2,3
1292,specific,q7,10,2
1292,specific,q8,3,6
1292,specific,q9,2,16
1292,specific,q10,5,14
1292,specific,q30,5,3
1292,specific,q14,10,1
1292,specific,q16,14,13
1292,specific,q22,1,15
1292,specific,q20,3,8
1292,specific,q24,10,5
1292,specific,q27,3,7
1292,specific,q40,12,11
1292,specific,q39,3,9
1292,specific,q34,1,17
1292,specific,q35,6,10
1292,specific,q32,5,4
1293,generic,q7,62,13
1293,generic,q8,46,1
1293,generic,q9,60,10
1293,generic,q10,40,7
1293,generic,q30,56,6
1293,generic,q14,45,3
1293,generic,q16,41,15
1293,generic,q22,57,14
1293,generic,q20,57,5
1293,generic,q24,54,2
1293,generic,q27,66,8
1293,generic,q40,51,17
1293,generic,q39,58,11
1293,generic,q34,78,9
1293,generic,q35,62,12
1293,generic,q32,64,16
1294,baseline,q7,61,7
1294,baseline,q8,4,3
1294,baseline,q9,36,15
1294,baseline,q10,20,1
1294,baseline,q30,64,9
1294,baseline,q14,28,4
1294,baseline,q16,56,6
1294,baseline,q22,64,13
1294,baseline,q20,46,11
1294,baseline,q24,36,8
1294,baseline,q27,70,10
1294,baseline,q40,27,17
1294,baseline,q39,28,12
1294,baseline,q34,10,2
1294,baseline,q35,50,5
1294,baseline,q32,47,16
1295,specific,q7,25,4
1295,specific,q8,9,8
1295,specific,q9,50,17
1295,specific,q10,25,14
1295,specific,q30,36,2
1295,specific,q14,16,5
1295,specific,q16,24,9
1295,specific,q22,50,3
1295,specific,q20,24,6
1295,specific,q24,12,12
1295,specific,q27,30,13
1295,specific,q40,75,11
1295,specific,q39,40,10
1295,specific,q34,40,1
1295,specific,q35,74,7
1295,specific,q32,30,16
1296,specific,q7,10,15
1296,specific,q8,20,4
1296,specific,q9,35,17
1296,specific,q10,25,12
1296,specific,q30,25,11
1296,specific,q14,25,2
1296,specific,q16,25,6
1296,specific,q22,15,8
1296,specific,q20,5,13
1296,specific,q24,50,5
1296,specific,q27,30,14
1296,specific,q40,50,1
1296,specific,q39,20,10
1296,specific,q34,10,3
1296,specific,q35,40,16
1296,specific,q32,10,7
1297,baseline,q7,17,9
1297,baseline,q8,3,3
1297,baseline,q9,5,12
1297,baseline,q10,10,1
1297,baseline,q30,6,14
1297,baseline,q14,2,6
1297,baseline,q16,18,8
1297,baseline,q22,7,7
1297,baseline,q20,7,4
1297,baseline,q24,4,17
1297,baseline,q27,1,15
1297,baseline,q40,5,16
1297,baseline,q39,7,10
1297,baseline,q34,16,2
1297,baseline,q35,8,5
1297,baseline,q32,3,13
1298,specific,q7,10,8
1298,specific,q8,11,9
1298,specific,q9,7,13
1298,specific,q10,6,10
1298,specific,q30,13,5
1298,specific,q14,13,4
1298,specific,q16,10,7
1298,specific,q22,5,17
1298,specific,q20,4,11
1298,specific,q24,50,2
1298,specific,q27,9,16
1298,specific,q40,79,3
1298,specific,q39,9,6
1298,specific,q34,7,12
1298,specific,q35,5,15
1298,specific,q32,6,14
1299,generic,q7,75,2
1299,generic,q8,90,8
1299,generic,q9,100,6
1299,generic,q10,25,17
1299,generic,q30,50,4
1299,generic,q14,25,11
1299,generic,q16,10,16
1299,generic,q22,75,5
1299,generic,q20,75,13
1299,generic,q24,1,1
1299,generic,q27,100,14
1299,generic,q40,100,7
1299,generic,q39,24,3
1299,generic,q34,24,10
1299,generic,q35,50,9
1299,generic,q32,75,15
1300,baseline,q7,10,11
1300,baseline,q8,67,5
1300,baseline,q9,40,10
1300,baseline,q10,25,7
1300,baseline,q30,1,9
1300,baseline,q14,5,2
1300,baseline,q16,7,6
1300,baseline,q22,9,14
1300,baseline,q20,5,8
1300,baseline,q24,30,17
1300,baseline,q27,10,1
1300,baseline,q40,5,13
1300,baseline,q39,10,16
1300,baseline,q34,3,3
1300,baseline,q35,57,15
1300,baseline,q32,15,12
1301,baseline,q7,1,17
1301,baseline,q8,0,15
1301,baseline,q9,5,9
1301,baseline,q10,9,1
1301,baseline,q30,12,12
1301,baseline,q14,0,2
1301,baseline,q16,1,4
1301,baseline,q22,1,14
1301,baseline,q20,1,7
1301,baseline,q24,21,13
1301,baseline,q27,1,6
1301,baseline,q40,41,10
1301,baseline,q39,3,3
1301,baseline,q34,2,5
1301,baseline,q35,3,11
1301,baseline,q32,1,16
1302,specific,q7,25,1
1302,specific,q8,10,6
1302,specific,q9,70,10
1302,specific,q10,25,4
1302,specific,q30,40,14
1302,specific,q14,60,5
1302,specific,q16,35,8
1302,specific,q22,60,15
1302,specific,q20,5,7
1302,specific,q24,10,9
1302,specific,q27,50,3
1302,specific,q40,50,13
1302,specific,q39,50,16
1302,specific,q34,30,12
1302,specific,q35,70,2
1302,specific,q32,70,17
1303,specific,q7,50,16
1303,specific,q8,25,1
1303,specific,q9,25,8
1303,specific,q10,10,14
1303,specific,q30,9,5
1303,specific,q14,36,4
1303,specific,q16,0,17
1303,specific,q22,24,3
1303,specific,q20,35,7
1303,specific,q24,50,10
1303,specific,q27,65,9
1303,specific,q40,25,12
1303,specific,q39,25,6
1303,specific,q34,75,15
1303,specific,q35,86,13
1303,specific,q32,69,11
1304,specific,q7,0,2
1304,specific,q8,45,13
1304,specific,q9,78,17
1304,specific,q10,5,1
1304,specific,q30,4,11
1304,specific,q14,6,12
1304,specific,q16,0,7
1304,specific,q22,25,6
1304,specific,q20,1,14
1304,specific,q24,17,3
1304,specific,q27,8,16
1304,specific,q40,62,9
1304,specific,q39,10,15
1304,specific,q34,0,4
1304,specific,q35,50,5
1304,specific,q32,0,10
1305,generic,q7,1,2
1305,generic,q8,0,16
1305,generic,q9,3,10
1305,generic,q10,1,5
1305,generic,q30,0,9
1305,generic,q14,1,8
1305,generic,q16,0,7
1305,generic,q22,1,13
1305,generic,q20,1,3
1305,generic,q24,2,1
1305,generic,q27,0,17
1305,generic,q40,5,12
1305,generic,q39,1,11
1305,generic,q34,0,6
1305,generic,q35,1,4
1305,generic,q32,25,15
1306,baseline,q7,51,11
1306,baseline,q8,14,3
1306,baseline,q9,6,5
1306,baseline,q10,9,9
1306,baseline,q30,38,17
1306,baseline,q14,11,16
1306,baseline,q16,34,13
1306,baseline,q22,13,15
1306,baseline,q20,5,10
1306,baseline,q24,16,2
1306,baseline,q27,77,4
1306,baseline,q40,51,8
1306,baseline,q39,25,14
1306,baseline,q34,25,1
1306,baseline,q35,61,7
1306,baseline,q32,10,6
1307,specific,q7,10,13
1307,specific,q8,10,15
1307,specific,q9,85,5
1307,specific,q10,30,9
1307,specific,q30,1,8
1307,specific,q14,25,7
1307,specific,q16,90,3
1307,specific,q22,35,6
1307,specific,q20,0,14
1307,specific,q24,75,11
1307,specific,q27,5,12
1307,specific,q40,55,10
1307,specific,q39,0,2
1307,specific,q34,1,1
1307,specific,q35,40,17
1307,specific,q32,65,4
1308,specific,q7,11,8
1308,specific,q8,2,10
1308,specific,q9,71,17
1308,specific,q10,11,1
1308,specific,q30,5,3
1308,specific,q14,8,16
1308,specific,q16,5,4
1308,specific,q22,6,7
1308,specific,q20,9,6
1308,specific,q24,29,14
1308,specific,q27,9,15
1308,specific,q40,20,2
1308,specific,q39,1,12
1308,specific,q34,1,11
1308,specific,q35,71,13
1308,specific,q32,13,5
1309,baseline,q7,12,7
1309,baseline,q8,25,11
1309,baseline,q9,50,2
1309,baseline,q10,8,6
1309,baseline,q30,4,4
1309,baseline,q14,76,1
1309,baseline,q16,24,3
1309,baseline,q22,3,16
1309,baseline,q20,50,15
1309,baseline,q24,6,13
1309,baseline,q27,50,14
1309,baseline,q40,19,9
1309,baseline,q39,9,17
1309,baseline,q34,2,10
1309,baseline,q35,75,5
1309,baseline,q32,25,12
1310,generic,q7,51,5
1310,generic,q8,50,8
1310,generic,q9,76,9
1310,generic,q10,70,12
1310,generic,q30,50,1
1310,generic,q14,80,13
1310,generic,q16,50,16
1310,generic,q22,80,15
1310,generic,q20,25,4
1310,generic,q24,75,2
1310,generic,q27,100,17
1310,generic,q40,100,6
1310,generic,q39,75,14
1310,generic,q34,10,10
1310,generic,q35,100,3
1310,generic,q32,51,11
1311,generic,q7,60,12
1311,generic,q8,17,8
1311,generic,q9,23,13
1311,generic,q10,27,16
1311,generic,q30,8,11
1311,generic,q14,1,4
1311,generic,q16,1,1
1311,generic,q22,1,14
1311,generic,q20,14,2
1311,generic,q24,41,17
1311,generic,q27,50,5
1311,generic,q40,49,10
1311,generic,q39,42,15
1311,generic,q34,1,3
1311,generic,q35,43,7
1311,generic,q32,1,6
1312,baseline,q7,85,2
1312,baseline,q8,2,17
1312,baseline,q9,10,16
1312,baseline,q10,4,10
1312,baseline,q30,50,11
1312,baseline,q14,1,13
1312,baseline,q16,75,1
1312,baseline,q22,5,5
1312,baseline,q20,10,14
1312,baseline,q24,25,9
1312,baseline,q27,95,8
1312,baseline,q40,25,3
1312,baseline,q39,10,12
1312,baseline,q34,1,15
1312,baseline,q35,95,7
1312,baseline,q32,50,4
1313,generic,q7,4,15
1313,generic,q8,0,11
1313,generic,q9,12,13
1313,generic,q10,17,14
1313,generic,q30,50,1
1313,generic,q14,2,9
1313,generic,q16,1,7
1313,generic,q22,2,8
1313,generic,q20,6,4
1313,generic,q24,25,12
1313,generic,q27,19,2
1313,generic,q40,83,10
1313,generic,q39,19,6
1313,generic,q34,2,5
1313,generic,q35,9,16
1313,generic,q32,11,17
1314,generic,q7,10,17
1314,generic,q8,3,4
1314,generic,q9,40,16
1314,generic,q10,30,8
1314,generic,q30,31,12
1314,generic,q14,8,13
1314,generic,q16,77,2
1314,generic,q22,13,11
1314,generic,q20,4,14
1314,generic,q24,28,15
1314,generic,q27,79,10
1314,generic,q40,88,5
1314,generic,q39,5,3
1314,generic,q34,7,6
1314,generic,q35,45,7
1314,generic,q32,40,1
1315,specific,q7,0,5
1315,specific,q8,0,6
1315,specific,q9,80,11
1315,specific,q10,3,3
1315,specific,q30,5,8
1315,specific,q14,0,14
1315,specific,q16,15,2
1315,specific,q22,25,13
1315,specific,q20,3,10
1315,specific,q24,0,4
1315,specific,q27,11,9
1315,specific,q40,60,15
1315,specific,q39,0,7
1315,specific,q34,2,17
1315,specific,q35,75,1
1315,specific,q32,18,16
1316,baseline,q7,28,11
1316,baseline,q8,49,5
1316,baseline,q9,42,4
1316,baseline,q10,30,8
1316,baseline,q30,73,2
1316,baseline,q14,86,15
1316,baseline,q16,92,16
1316,baseline,q22,46,17
1316,baseline,q20,14,6
1316,baseline,q24,32,9
